Dataline,Play,ActSceneLine,PlayerLine,split,modern_line_v1,modern_line_final,method,annotator_id,reviewer_id,status,quality_score,confidence,context_window,reference_source,notes,last_updated_utc,row_type,ambiguity_flag,alignment_status,reject_reason
53166,Loves Labours Lost,1.2.61,True.,train,True.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"It doth amount to one more than two. || Which the base vulgar do call three. || True. || Why, sir, is this such a piece of study? Now here || is three studied, ere ye'll thrice wink: and how",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=2|line=61,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
53222,Loves Labours Lost,1.2.117,pathetical!,train,pathetical!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"My father's wit and my mother's tongue, assist me! || Sweet invocation of a child, most pretty and || pathetical! || If she be made of white and red, || Her faults will ne'er be known,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=2|line=117,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
53413,Loves Labours Lost,2.1.86,"Before I came. Marry, thus much I have learnt:",train,"Before I came. Marry, thus much I have learnt:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And he and his competitors in oath || Were all address'd to meet you, gentle lady, || Before I came. Marry, thus much I have learnt: || He rather means to lodge you in the field, || Like one that comes here to besiege his court,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=1|line=86,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
53555,Loves Labours Lost,2.1.222,"Two hot sheeps, marry.",train,"Two hot sheeps, marry.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"It was well done of you to take him at his word. || I was as willing to grapple as he was to board. || Two hot sheeps, marry. || And wherefore not ships? || No sheep, sweet lamb, unless we feed on your lips.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=1|line=222,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
53592,Loves Labours Lost,2.1.258,disclosed.,train,disclosed.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Come to our pavilion: Boyet is disposed. || But to speak that in words which his eye hath || disclosed. || I only have made a mouth of his eye, || By adding a tongue which I know will not lie.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=1|line=258,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
53610,Loves Labours Lost,3.1.3,Concolinel.,train,Concolinel.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"LOVE'S LABOURS LOST || Warble, child, make passionate my sense of hearing. || Concolinel. || Sweet air! Go, tenderness of years, take this key, || give enlargement to the swain, bring him festinately",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=3,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
53668,Loves Labours Lost,3.1.60,"Marry, sir, you must send the ass upon the horse,",train,"Marry, sir, you must send the ass upon the horse,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"for an ass. || Ha, ha! what sayest thou? || Marry, sir, you must send the ass upon the horse, || for he is very slow-gaited. But I go. || The way is but short: away!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=60,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
53751,Loves Labours Lost,3.1.141,"O, marry me to one Frances: I smell some l'envoy,",train,"O, marry me to one Frances: I smell some l'envoy,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Till there be more matter in the shin. || Sirrah Costard, I will enfranchise thee. || O, marry me to one Frances: I smell some l'envoy, || some goose, in this. || By my sweet soul, I mean setting thee at liberty,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=141,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
53782,Loves Labours Lost,3.1.168,"Marry, sir, halfpenny farthing.",train,"Marry, sir, halfpenny farthing.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"buy for a remuneration? || What is a remuneration? || Marry, sir, halfpenny farthing. || Why, then, three-farthing worth of silk. || I thank your worship: God be wi' you!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=168,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
53808,Loves Labours Lost,3.1.192,"And I, forsooth, in love! I, that have been love's whip,",train,"And I, forsooth, in love! I, that have been love's whip,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"a'leven-pence farthing better: most sweet gardon! I || will do it sir, in print. Gardon! Remuneration! || And I, forsooth, in love! I, that have been love's whip, || A very beadle to a humorous sigh, || A critic, nay, a night-watch constable,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=192,fallback_mode=true | unresolved_lexicon:forsooth,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:forsooth
53966,Loves Labours Lost,4.1.118,"My lady goes to kill horns, but, if thou marry,",train,"My lady goes to kill horns, but, if you marry,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Why, she that bears the bow. || Finely put off! || My lady goes to kill horns, but, if thou marry, || Hang me by the neck, if horns that year miscarry. || Finely put on!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=118,fallback_mode=true | unresolved_lexicon:marry | applied=\bthou\b->you:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
54108,Loves Labours Lost,4.2.91,"Marry, master schoolmaster, he that is likest to a hogshead.",train,"Marry, master schoolmaster, he that is lik to a hogshead.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Master Parson, quasi pers-on. An if one should be || pierced, which is the one? || Marry, master schoolmaster, he that is likest to a hogshead. || Piercing a hogshead! a good lustre of conceit in a || tuft of earth, fire enough for a flint, pearl enough",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=91,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
54134,Loves Labours Lost,4.2.117,comprehend:,train,comprehend:,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Study his bias leaves and makes his book thine eyes, || Where all those pleasures live that art would || comprehend: || If knowledge be the mark, to know thee shall suffice, || Well learned is that tongue that well can thee commend,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=117,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
54424,Loves Labours Lost,4.3.215,What?,train,What?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"born to do me shame. || Guilty, my lord, guilty! I confess, I confess. || What? || That you three fools lack'd me fool to make up the mess: || He, he, and you, and you, my liege, and I,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=215,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
54507,Loves Labours Lost,4.3.297,"Ay, marry, there, some flattery for this evil.",train,"Ay, marry, there, some flattery for this evil.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Then leave this chat, and, good Biron, now prove || Our loving lawful, and our faith not torn. || Ay, marry, there, some flattery for this evil. || O, some authority how to proceed, || Some tricks, some quillets, how to cheat the devil.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=297,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
54646,Loves Labours Lost,5.1.33,Chirrah!,train,Chirrah!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Videsne quis venit? || Video, et gaudeo. || Chirrah! || Quare chirrah, not sirrah? || Men of peace, well encountered.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=1|line=33,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
54677,Loves Labours Lost,5.1.63,Horns.,train,Horns.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Offered by a child to an old man, which is wit-old. || What is the figure? what is the figure? || Horns. || Thou disputest like an infant: go, whip thy gig. || Lend me your horn to make one, and I will whip about",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=1|line=63,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
55392,Loves Labours Lost,5.2.596,"commander,",train,"commander,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"My hat to a halfpenny, Pompey proves the best Worthy. || When in the world I lived, I was the world's || commander, || By east, west, north, and south, I spread my || conquering might:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=2|line=596,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
55400,Loves Labours Lost,5.2.604,"commander,--",train,"commander,--",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The conqueror is dismay'd. Proceed, good Alexander. || When in the world I lived, I was the world's || commander,-- || Most true, 'tis right, you were so, Alisander. || Pompey the Great,--",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=2|line=604,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
55483,Loves Labours Lost,5.2.682,Peace!--,train,Peace!--,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Stuck with cloves. || No, cloven. || Peace!-- || The armipotent Mars, of lances the almighty || Gave Hector a gift, the heir of Ilion,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=2|line=682,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
55793,macbeth,1.1.11,Anon.,train,soon.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I come, Graymalkin! || Paddock calls. || Anon. || Fair is foul, and foul is fair: || Hover through the fog and filthy air.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=11,fallback_mode=true | length_outlier | applied=\banon\b->soon:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
55945,macbeth,1.3.64,Hail!,train,Hail!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Speak then to me, who neither beg nor fear || Your favours nor your hate. || Hail! || Hail! || Hail!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=64,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
55946,macbeth,1.3.65,Hail!,train,Hail!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Your favours nor your hate. || Hail! || Hail! || Hail! || Lesser than Macbeth, and greater.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=65,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
55947,macbeth,1.3.66,Hail!,train,Hail!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Hail! || Hail! || Hail! || Lesser than Macbeth, and greater. || Not so happy, yet much happier.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=66,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
56297,macbeth,1.7.39,Wherein you dress'd yourself? hath it slept since?,train,Wherein you dress'd yourself? has it slept since?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Not cast aside so soon. || Was the hope drunk || Wherein you dress'd yourself? hath it slept since? || And wakes it now, to look so green and pale || At what it did so freely? From this time",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=7|line=39,fallback_mode=true | unresolved_lexicon:wherein | applied=\bhath\b->has:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
56307,macbeth,1.7.49,"Prithee, peace:",train,"Prithee, peace:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Letting 'I dare not' wait upon 'I would,' || Like the poor cat i' the adage? || Prithee, peace: || I dare do all that may become a man, || Who dares do more is none.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=7|line=49,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
